id,name,address,city_id,location,desciption,time,stars,food type,price,place_type
207,Pasticceria Marchini Time,"Campo S. Luca, 4589, 30124 Venezia VE, Italy",5,45.43659805282339 12.33497692420083,Simple outpost supplying coffee & a diverse selection of old-fashioned pastries & cookies.,,4,dessert,6,restaurant
208,Farini,"Calle Seconda de la Fava, 5602, 30122 Venezia VE, Italy",5,45.43811737821669 12.338008262271885,"Farini is a delightful Italian eatery where fresh food takes center stage. From morning pastries to handcrafted pizzas, their menu offers a delectable array of flavors.",,4,dessert,8,restaurant
209,Bar Pasticceria Ballarin,"Calle San Crisostomo, 5794, 30121 Venezia VE, Italy",5,45.44004179832231 12.336564767952334,"Small bakery serving coffee, pastries & cakes to eat at a marble-topped counter or to take away.",,5,dessert,10,restaurant
210,Club del Doge,"Campo Santa Maria del Giglio, 2467, 30124 Venezia VE, Italy",5,45.4320391708154 12.33317691716636,"Upscale Venetian dining in opulent Hotel Gritti Palace, with a terrace overlooking the Grand Canal.",,4,fine dinning,30,restaurant
211,Bistrot de Venise,"Calle dei Fabbri, 4685, 30124 Venezia VE, Italy",5,45.436977986513995 12.336266821853853,"Elegant restaurant serving updates of traditional Venetian dishes, plus over 60 wines by the glass.",,5,fine dinning,40,restaurant
212,LPV Ristorante & Bistrot,"Riva degli Schiavoni, 4171, 30122 Venezia VE, Italy",5,45.43535183882968 12.344077414258352,"Elegant dining room with Murano glass in the Hotel Londra Palace, showcasing Venetian classics.",,4,fine dinning,40,restaurant
213,Ristorante Glam,"Calle Tron, 1961, 30135 Venezia VE, Italy",5,45.44209703435805 12.329829520421576,"Intimate, acclaimed venue at a luxe hotel with a leafy courtyard presenting imaginative dishes.",,3,fine dinning,35,restaurant
214,Ai Mercanti,"Corte Coppo, 4346/a, 30124 Venezia VE, Italy",5,45.4361348046754 12.335236853624691,"Restaurant with a terrace presenting sophisticated, seasonal cuisine amid intimate surrounds.",,5,fine dinning,25,restaurant
215,Osteria Santo Spirito,"(Piazza Santo Spirito, 16)",4,43.76665168669533  11.2468047253303,Cozy trattoria serving traditional Tuscan dishes in a charming atmosphere.,,4,fine dinning,40,restaurant
216,Trattoria Mario,"Via Rosina, 2r",4,43.776715404581225  11.254570367659035,Popular local spot offering classic Florentine cuisine and a lively ambiance.,,3,traditional,6,restaurant
217,Il Latini,"Via dei Palchetti, 6/r",4,43.77174747547385  11.249333496494666,Historic steakhouse known for its hearty Tuscan dishes and warm hospitality.,,5,fine dinning,35,restaurant
218,La Giostra,"Borgo Pinti, 12r",4,43.77225691613307  11.262198538822867,Romantic restaurant serving Tuscan and international cuisine in an elegant setting.,,2,sea food,30,restaurant
219,Buca Lapi,"Via del Trebbio, 1r",4,43.77297222561099  11.251307383002423,"Renowned restaurant housed in a historic cellar, serving Florentine specialties.",,4,traditional,5,restaurant
220,Trattoria Z•À? Z•À?,"Piazza del Mercato Centrale, 26r",4,43.77649401173101  11.25442703882313,Vibrant trattoria offering a mix of Tuscan and international dishes.,,5,traditional,4,restaurant
221,Il Pizzaiuolo,"Via dei Macci, 113r",4,43.771335231567676  11.266172417037776,Authentic pizzeria serving Neapolitan-style pizzas cooked in a wood-fired oven.,,5,fast food,7,restaurant
222,All'Antico Vinaio,"Via dei Neri, 74r",4,43.76936540404297  11.25728873214846,Popular panini shop known for its generous sandwiches filled with Tuscan ingredients.,,3,dessert,4,restaurant
223,Il Santo Bevitore,"Via Santo Spirito, 64r",4,43.76914763821876  11.246752994643208,Rustic-chic restaurant offering creative Tuscan dishes and an extensive wine list.,,4,dessert,3,restaurant
224,Trattoria Sostanza,"Via del Porcellana, 25r",4,43.77276483728073  11.247081869510115,"Historic trattoria specializing in Florentine cuisine, famous for its butter chicken.",,3,fine dinning,30,restaurant
225,Ora d'Aria,"Via dei Georgofili, 11r",4,43.76858168244542  11.254797809986764,Michelin-starred restaurant serving innovative and refined Italian cuisine.,,2,fast food,5,restaurant
226,La Buchetta Food & Wine,"Via dei Benci, 3r",4,43.767471041259434  11.259161225330313,Intimate restaurant known for its traditional Tuscan dishes and extensive wine selection.,,3,fast food,4,restaurant
227,Cibr•À?o,"Via Andrea del Verrocchio, 8r",4,43.77250644805681  11.252756058063273,Acclaimed restaurant offering a modern twist on traditional Tuscan recipes.,,4,sea food,12,restaurant
228,Il Cibreo Trattoria,"Via dei Macci, 122r",4,43.77151715173039  11.266584326081604,"Sister restaurant of Cibr•À?o, serving delicious Tuscan cuisine in a casual setting.",,5,fine dinning,35,restaurant
229,Golden View Open Bar,"Via dei Bardi, 58r",4,43.76739867401006 11.253450831633419,"Riverside restaurant with panoramic views, serving Italian and sea food dishes.",,5,traditional,10,restaurant
230,Il Guscio,"Via dell'Orto, 49r",4,43.76921170997854  11.240410025330407,Charming sea food restaurant known for its fresh sea food and cozy atmosphere.,,3,fast food,6,restaurant
231,Ristorante del Fagioli,"Corso dei Tintori, 47r",4,43.76768641939767 11.259668667658556,Historic trattoria serving classic Tuscan dishes in a traditional setting.,,4,sea food,16,restaurant
232,Osteria del Cinghiale Bianco,"Borgo S. Jacopo, 43r",4,43.76762443669496 11.25964720998675,"Traditional Tuscan osteria specializing in game dishes, including wild boar.",,4,traditional,6,restaurant
233,La M•À?nag•À?re,"Via de' Ginori, 8r",4,43.77604126601774 11.255464938823105,"Trendy restaurant and concept store, offering farm-to-table dishes and a stylish ambiance.",,4,sea food,15,restaurant
234,Il Santo Graal,"Via Romana, 70r",4,43.76946342085597  11.246731614172793,"Cozy restaurant serving a mix of Italian and international cuisine, with vegetarian options.",,5,dessert,10,restaurant
235,I'Brindellone,"(Piazza Piattellina, 10r",4,43.76877493431054  11.242887725330375,Authentic trattoria known for its hearty Florentine dishes and friendly service.,,4,dessert,7,restaurant
236,Ristorante Beccofino,"Via dell'Orto, 40r",4,43.21528134212777 11.653713071962539,Elegant restaurant offering a refined menu of Italian and Mediterranean dishes.,,3,sea food,18,restaurant
237,Le Fonticine,"Via Nazionale, 105r",4,43.777387916458125  11.251974181151377,"Family-run trattoria serving traditional Tuscan cuisine, including homemade pasta.",,5,sea food,25,restaurant
238,Il Vecchio e il Mare,"(Via Lungo l'Affrico, 2",4,43.769866127185985  11.276088225330444,"sea food restaurant located outside the city center, offering fresh fish dishes.",,4,fast food,10,restaurant
239,Osteria Belle Donne,"Via delle Belle Donne, 16r",4,43.77225512161559 11.250703696494705,Cozy osteria serving traditional Tuscan dishes with a focus on local ingredients.,,4,fast food,6,restaurant
240,Acqua al 2,"Via della Vigna Vecchia, 40r",4,43.77031123610866  11.25871892347917,Tuscan restaurant known for its famous blueberry steak and extensive wine selection.,,5,dessert,5,restaurant
241,La Prosciutteria,"Via dei Neri, 54r",4,43.9226936369572  11.24463906922468,"Casual eatery specializing in Italian cured meats, cheeses, and bruschetta.",,4,fine dinning,40,restaurant
242,La Bottega del Buon Caff•À?,"Lungarno Benvenuto Cellini, 69r",4,43.53874627376364 11.252631795675516,Fine dining restaurant offering a refined menu of contemporary Italian cuisine.,,3,traditional,6,restaurant
243,Osteria de' Benci,"Via de' Benci, 13r",4,43.768379809882276  11.260123202027252,Traditional osteria serving Tuscan dishes and an excellent selection of wines.,,4,sea food,18,restaurant
244,Konnubio,"Via dei Conti, 8",4,43.77440283473441  11.253275054166652,Modern restaurant with a creative menu featuring Italian and international flavors.,,5,traditional,10,restaurant
245,Quinto Gelateria,"Via di Tor Millina, 15, 00186 Roma RM, Italy",1,41.89944116756968 12.472104031825918,"Snug, established shop making ice cream, plus sweet crêpes, fruit cups & smoothies, to take away.",,4,dessert,7,restaurant
246,Creperia Michelangelo,"Viale dei Bastioni di Michelangelo, 3, 00192 Roma RM, Italy",1,"41.90655360617626, 12.456385951224657","Creperia Michelangelo in Rome, Italy, offers a delightful selection of sweet and savory crêpes made fresh to order. Visitors praise the friendly service, affordable prices, and extensive menu.",,5,dessert,8,restaurant
247,Giulio Terrinoni,"Vicolo del Malpasso, 9, 00186 Roma RM, Italy",1,41.89772094062539 12.467566106041346,"Tasting menus of inventive modern Italian seafood, in a sleek, minimalist space with a courtyard.",,5,fine dinning,30,restaurant
248,Life Ristorante,"Via della Vite, 28, 00187 Roma RM, Italy",1,41.90424093818848 12.480535868744537,"Sleek, upscale Mediterranean fine dining restaurant specializing in meat, lobster & truffle dishes.",,4,fine dinning,32,restaurant
249,Ma Che Buono,"C.so Lodi, 1, 20135 Milano MI, Italy",2,45.45229923926904 9.203504264658864,"Ma Che Buono is a charming café and pastry shop located in Milan, Italy. They offer traditional and modern cakes, micro-cakes, and a delightful selection of coffee.",,4,dessert,10,restaurant
250,Pasticceria Sissi,"P.za Risorgimento, 6, 20129 Milano MI, Italy",2,45.46993799422699 9.20881839617324,"Tiny, pink-walled bakery/cafe hung with vintage prints, popular for cappuccino & croissants.",,5,dessert,8,restaurant
251,AALTO,"Piazza Alvar Aalto, 20124 Milano MI, Italy",2,45.48430150968346 9.193467574978175,"Ambitious Italian-Japanese fusion cuisine in an upscale, contemporary dining room.",,5,fine dinning,40,restaurant
252,Seta,"Via Monte di Pietà, 18, 20121 Milano MI, Italy",2,45.47214458673872 9.191407638519845,"Creative, contemporary takes on Italian cuisine, served in a sleek room with turquoise accents.",,4,fine dinning,45,restaurant
253,Pasticceria Calemma Dolci Momenti,"Vico Lungo del Gelso, 52, 80132 Napoli NA, Italy",3,40.84059366909775 14.247483306254022,"Pasticceria Calemma Dolci Momenti in Naples, Italy, is a delightful pastry shop located in the heart of the Quartieri Spagnoli. They offer artisanal pastries, excellent coffee, and aperitifs from 3:00 PM to 8:30 PM daily.",,5,dessert,6,restaurant
254,Terrazza Calabritto,"Piazza Vittoria, 1, 80121 Napoli NA, Italy",3,40.83395451602328 14.241338168174844,"Terrazza Calabritto in Naples, Italy, offers an exceptional culinary experience where traditional Neapolitan flavors intertwine with modern techniques. Each dish is a captivating narrative, stimulating the imagination through flavor combinations and familiar scents that evoke childhood memories. ",,4,fine dinning,30,restaurant
255,B. ICE,"Borgo Ognissanti, 150/r, 50123 Firenze FI, Italy",4,43.774819310338835 11.243058068744542,"a delightful ice cream shop located at Borgo Ognissanti 150/r, Florence, Italy. Known for its homemade gelato, this neighborhood gem offers a variety of flavors made on-site. Visitors rave about the hazelnut, pistachio, and pomegranate mint options, making it a must-visit spot for ice cream enthusiasts1. If you’re in Florence, don’t miss out on this tasty treat!",,3,dessert,4,restaurant
256,Saporium Firenze,"Lungarno Benvenuto Cellini, 63/R, 50125 Firenze FI, Italy",4,43.7649454036614 11.265484507373015,Elevated Italian tasting menus & Tuscan wines in an opulently designed dining room.,,4,fine dinning,25,restaurant
257,GROM,"Campo S. Barnaba, 2761, 30123 Venezia VE, Italy",5,45.433498281998226 12.325035114773186,"GROM is an exceptional gluten-free ice cream shop. This delightful establishment offers a dedicated gluten-free menu, including gelato, desserts, and ice cream cones. Visitors rave about the homemade waffle cones, pistachio, and hazelnut gelato options, making it a must-visit spot for those with dietary restrictions1.",,5,dessert,3,restaurant
258,Al Covo,"Campiello de la Pescaria, 3968, 30122 Venezia VE, Italy",5,45.43492387001262 12.34780366080183,"Refined, updated Venetian classics in a charming, rustic-style restaurant, with outside tables.",,4,fine dinning,50,restaurant
259,Colosseum,"Piazza del Colosseo, 1, 00184 Roma RM, Italy",1,41.89037789425863 12.49227381074512,"The Colosseum is an ancient amphitheater located in Rome, Italy. It is one of the most iconic landmarks of the Roman Empire and a popular tourist attraction.",2,,,42,old
260,Roman Forum,"Via della Salara Vecchia, 5/6, 00186 Roma RM, Italy",1,41.89267790743491 12.485303537730914,The Roman Forum is a rectangular plaza surrounded by the ruins of several important ancient government buildings. It served as the center of Roman public life for centuries.,2,,,55,old
261,Pantheon,"Piazza della Rotonda, 00186 Roma RM, Italy",1,41.89873854344063 12.476787064716968,"The Pantheon is a former Roman temple and now a church. It is known for its impressive dome and the oculus in the center, which allows natural light to enter the building.",3,,,12,old
262,Trevi Fountain,"Piazza di Trevi, 00187 Roma RM, Italy",1,41.90106521310689 12.483337318417298,The Trevi Fountain is a famous Baroque fountain in Rome. It is known for its stunning sculptures and is a popular spot for visitors to throw coins into the water.,3,,,51,old
263,Vatican City,Vatican City,1,41.90383220521926 12.452619081233724,"Vatican City is an independent city-state surrounded by Rome, Italy. It is the spiritual and administrative headquarters of the Roman Catholic Church and home to St. Peter's Basilica and the Vatican Museums.",5,,,42,old
264,Spanish Steps,"Piazza di Spagna, 00187 Roma RM, Italy",1,41.90613628317672 12.482754345403203,"The Spanish Steps is a famous staircase in Rome, connecting the Piazza di Spagna at the bottom with the TrinitÌÄåÊ dei Monti church at the top. It is a popular meeting point and gathering place.",3,,,28,old
265,Castel Sant'Angelo,"Lungotevere Castello, 50, 00193 Roma RM, Italy",1,41.903238845697494 12.466318910745905,"Castel Sant'Angelo is a fortress located on the right bank of the Tiber River in Rome. It has served various purposes throughout history, including as a mausoleum, a castle, and a museum.",4,,,17,old
266,Palatine Hill,"Via di San Gregorio, 00186 Roma RM, Italy",1,41.89067915447399 12.48755174110535,Palatine Hill is one of the seven hills of Rome and is considered the centermost of the famous Seven Hills of Rome. It offers panoramic views of the Roman Forum and the Circus Maximus.,5,,,27,old
267,Baths of Caracalla,"Viale delle Terme di Caracalla,52, 00153 Roma RM, Italy",1,41.87915799439464 12.492385751222889,The Baths of Caracalla were ancient Roman public baths built during the reign of Emperor Caracalla. They were one of the largest and most impressive thermal complexes in ancient Rome.,2,,,31,old
268,Piazza Navona,"Piazza Navona, 00186 Roma RM, Italy",1,41.8992680495627 12.473055380059884,"Piazza Navona is a beautiful square in Rome, famous for its Baroque architecture and stunning fountains. It is a lively gathering place and a hub of activity with numerous cafes and street performers.",4,,,17,old
269,Circus Maximus,"Via del Circo Massimo, 00186 Roma RM, Italy",1,41.886333054191944 12.485154953073383,"Circus Maximus is an ancient Roman chariot racing stadium and entertainment venue. It was the largest stadium in ancient Rome and could accommodate over 150,000 spectators.",4,,,15,old
270,Capitoline Hill,"Piazza del Campidoglio, 00186 Roma RM, Italy",1,41.89454118023064 12.483145121603664,"Capitoline Hill is one of the seven hills of Rome and was the citadel of the ancient city. It now houses the Capitoline Museums, which showcase a vast collection of ancient art and artifacts.",3,,,20,old
271,Ara Pacis,"Lungotevere in Augusta, 00186 Roma RM, Italy",1,41.905165983511274 12.475265522388867,"The Ara Pacis is an ancient altar dedicated to the Roman goddess of peace, Pax. It is considered one of the most important works of Roman sculpture and is housed in a modern museum building.",2,,,10,old
272,Basilica of Santa Maria Maggiore,"Piazza di Santa Maria Maggiore, 42, 00185 Roma RM, Italy",1,41.89773433134623 12.498386937731235,The Basilica of Santa Maria Maggiore is one of the major basilicas in Rome and is dedicated to the Virgin Mary. It is known for its beautiful mosaics and stunning interior.,3,,,5,old
273,Palazzo Barberini,"Via delle Quattro Fontane, 13, 00184 Roma RM, Italy",1,41.903294089802266 12.489944012595991,"Palazzo Barberini is a palace in Rome that houses the Galleria Nazionale d'Arte Antica, an art gallery with a vast collection of paintings, sculptures, and other artworks.",5,,,25,old
274,Campo de' Fiori,"Campo de' Fiori, 00186 Roma RM, Italy",1,41.89553744984559 12.472223453073946,"Campo de' Fiori is a lively square in Rome known for its bustling market during the day and vibrant nightlife. It is surrounded by restaurants, cafes, and historic buildings.",5,,,0,old
275,Santa Maria in Trastevere,"Piazza di Santa Maria in Trastevere, 00153 Roma RM, Italy",1,41.88959680099575 12.469814637730664,Santa Maria in Trastevere is one of the oldest churches in Rome and is located in the charming Trastevere neighborhood. It is known for its beautiful mosaics and stunning interior.,4,,,10,old
276,"Pietre d'inciampo in memoria di Tranquillo di Veroli, Marco di Veroli","Largo Arenula, 26, 00186 Roma RM, Italy",1,41.894588679167754 12.476140037731035,"The Stolpersteine, also known as stumbling stones, are small metal plaques placed in the urban fabric of certain European cities to commemorate the victims of the Holocaust. This initiative was created by German artist Gunter Demnig.
In the context of Rome, some of these stones have been placed at Vicolo Costaguti, 24 to honor Clelia and Marcella Perugia, as well as Giuditta and Pacifico Di Veroli.",2,,,8,old
277,Arch of Constantine,"Via di San Gregorio, 00186 Roma RM, Italy",1,41.889923087335376 12.490731839580757,"The Arch of Constantine is a triumphal arch in Rome, located near the Colosseum. It was built to commemorate the victory of Constantine the Great and is known for its well-preserved reliefs.",4,,,5,old
278,Milan Cathedral," Piazza del Duomo, 20122 Milano MI, Italy.",2,45.46414163933181 9.191935903417761,"Milan Cathedral (Duomo di Milano) - This magnificent cathedral is one of the largest Gothic cathedrals in the world. Its elaborate facade and stunning interior features intricate sculptures, stained glass windows, and a rooftop terrace offering panoramic views of the city.",4,,,42,old
279,Sforza Castle," Piazza Castello, 20121 Milano MI, Italy.",2,45.470498771643285 9.1793325," Sforza Castle (Castello Sforzesco) - A grand medieval fortress, Sforza Castle showcases a mix of architectural styles and houses several museums and art collections. Visitors can explore its courtyards, gardens, and historical rooms filled with sculptures and paintings.",3,,,55,old
280,The Last Supper (Il Cenacolo)," Piazza di Santa Maria delle Grazie, 20123 Milano MI, Italy.",2,45.466244546673416 9.170604116823023,"The Last Supper (Il Cenacolo) - Housed in the refectory of the Convent of Santa Maria delle Grazie, Leonardo da Vinci's masterpiece, The Last Supper, depicts the biblical scene of Jesus and his disciples. It is renowned for its intricate details and use of perspective.",3,,,12,old
281,Brera Art Gallery (Pinacoteca di Brera),"Via Brera, 28, 20121 Milano MI, Italy.",2,45.47203014780333 9.187813913908588,"Brera Art Gallery (Pinacoteca di Brera) - This art museum houses an impressive collection of Italian Renaissance and Baroque artworks. Visitors can admire masterpieces by artists such as Raphael, Caravaggio, and Titian.",3,,,51,old
282,La Scala Opera House (Teatro alla Scala),"Via Filodrammatici, 2, 20121 Milano MI, Italy.",2,45.467439721452244 9.189551200000002,"Galleria Vittorio Emanuele II - Known as one of the world's oldest shopping malls, this elegant arcade is adorned with beautiful mosaics and features high-end boutiques, cafes, and restaurants. It connects Piazza del Duomo with Piazza della Scala.",3,,,42,old
283,Galleria Vittorio Emanuele II,"Piazza del Duomo, 20123 Milano MI, Italy.",2,45.46620636798135 9.189758957622473," La Scala Opera House (Teatro alla Scala) - One of the most prestigious opera houses in the world, La Scala is renowned for its opulent interiors and exceptional acoustics. It has hosted renowned opera performances and ballets for centuries.",5,,,28,old
284,Santa Maria delle Grazie,"Piazza di Santa Maria delle Grazie, 20123 Milano MI, Italy.",2,45.46603072031877 9.17094064228608,"Santa Maria delle Grazie - This UNESCO World Heritage site is a stunning example of Renaissance architecture. Apart from housing The Last Supper, the church itself boasts beautiful chapels, frescoes, and a tranquil courtyard.",4,,,17,old
285,Navigli Canals,"Navigli District, 20123 Milano MI, Italy.",2,45.45145437455379 9.170989190785148,"Navigli Canals - Once used for transportation, the Navigli Canals now offer a lively atmosphere with numerous bars, restaurants, and art galleries. It's a popular spot to enjoy a leisurely stroll and take in the charming ambiance.",4,,,27,old
286,Arch of Peace (Arco della Pace),"Piazza Sempione, 20154 Milano MI, Italy.",2,45.47578756272773 9.172458555656284,"Arch of Peace (Arco della Pace) - A neoclassical triumphal arch, the Arch of Peace stands at the entrance of Parco Sempione. It serves as a symbol of peace and commemorates Napoleon's victories.",2,,,31,old
287,Basilica of Sant'Ambrogio," Piazza Sant'Ambrogio, 15, 20123 Milano MI, Italy.",2,45.46242702452528 9.175611999982229,"Basilica of Sant'Ambrogio - One of the oldest churches in Milan, this Romanesque basilica is dedicated to Saint Ambrose, the city's patron saint. It features impressive mosaics, a beautiful courtyard, and a rich history dating back to the 4th century.",2,,,17,old
288,Leonardo da Vinci National Museum of Science and Technology,"Via San Vittore, 21, 20123 Milano MI, Italy.",2,45.46232504635221 9.170606469008959,"Leonardo da Vinci National Museum of Science and Technology - This museum pays homage to Leonardo da Vinci's genius and showcases his inventions, scientific studies, and artistic works. It offers interactive exhibits and educational displays.",4,,,15,old
289,Museum of the Twentieth Century (Museo del Novecento),"Palazzo dell'Arengario, Via Marconi, 1, 20122 Milano MI, Italy.",2,45.463442351832015 9.190127838336407," Museum of the Twentieth Century (Museo del Novecento) - Located in the Palazzo dell'Arengario, this museum focuses on modern and contemporary art from the 20th century. It houses a diverse collection of paintings, sculptures, and installations.",2,,,20,old
290,Porta Nuova District,"Porta Nuova, 20124 Milano MI, Italy.",2,45.47885001889914 9.19052513379982," Porta Nuova District - A modern urban redevelopment area, Porta Nuova is characterized by its sleek skyscrapers, public parks, and innovative architecture. It offers a vibrant mix of residential, commercial, and cultural spaces.",2,,,10,old
291,San Maurizio al Monastero Maggiore,"Corso Magenta, 15, 20123 Milano MI, Italy.",2,45.46552859637119 9.178889271148357,"San Maurizio al Monastero Maggiore - Known as the Sistine Chapel of Milan,  this church features mesmerizing frescoes covering its walls and ceiling. It offers a glimpse into the artistic beauty of the Renaissance period.",5,,,9,old
292,Church of San Lorenzor,"Corso di Porta Ticinese, 1, 20123 Milano MI, Italy.",2,43.775212713191046 11.25382435260368,"Church of San Lorenzo - With its Romanesque architecture and beautiful interior, the Church of San Lorenzo is a tranquil sanctuary in the bustling city. It houses notable artworks and is known for its serene atmosphere.",2,,,25,old
293,Villa Necchi Campiglio," Via Mozart, 14, 20122 Milano MI, Italy.",2,45.46892041179797 9.202419603486316,Villa Necchi Campiglio - This elegant mansion-turned-museum showcases the luxurious lifestyle of the 20th-century Milanese upper class. ,3,,,0,old
294,Piazza Mercanti,"Piazza Mercanti, 20123 Milano MI, Italy.",2,45.46466129796205 9.187633742311938,"Piazza Mercanti - Located in the heart of the historic center, Piazza Mercanti is a medieval square surrounded by stunning buildings with unique architectural details. It offers a glimpse into Milan's rich history and trade heritage.",3,,,10,old
295,The Columns of San Lorenzo (Colonne di San Lorenzo),"Corso di Porta Ticinese, 35, 20123 Milano MI, Italy.",2,45.45836058260113 9.181057999973063,"The Columns of San Lorenzo (Colonne di San Lorenzo) - These ancient Roman columns stand as a testament to Milan's ancient past. The area around the columns is a popular gathering spot, especially in the evenings, with lively bars and restaurants.",4,,,8,old
296,Royal Palace of Milan (Palazzo Reale) ," Piazza del Duomo, 12, 20122 Milano MI, Italy.",2,45.46326809458888 9.191168253933936,"19. Royal Palace of Milan (Palazzo Reale) - Once the seat of government, this royal palace now hosts art exhibitions and cultural events. Its opulent rooms showcase lavish decorations, historical artifacts, and temporary art displays.",3,,,5,old
297,Church of San Bernardino alle Ossa,"Via Verziere, 2, 20123 Milano MI, Italy.",2,45.46246927467416 9.19535880977105,"Church of San Bernardino alle Ossa - This unique church is known for its macabre ossuary, where human bones are used as decorations. The adjacent chapelI apologize, it seems my response got cut off. Here's the continuation:",2,,,44,old
298,Castel Nuovo (Maschio Angioino),"Piazza Municipio, Naples",3,40.8386514104664  14.25269793868597, Medieval castle with impressive architecture.,3,,,42,old
299,Naples Cathedral ," Via Duomo, Naples",3,40.85268083036651  14.259320496358686,Magnificent cathedral with artistic treasures. served as the center of Roman public life for centuries.,5,,,55,old
300,San Gregorio Armeno,"Via San Gregorio Armeno, Naples",3,40.85025079759876  14.257809896358554," Historic street known for Nativity scene figurines. center, which allows natural light to enter the building.",3,,,12,old
301,Spaccanapoli,Historic center of Naples,3,40.84503801947924  14.247390974664398,Historic street with ancient buildings and local atmosphere. for visitors to throw coins into the water.,4,,,51,old
302,Naples Underground (Napoli Sotterranea)," Piazza San Gaetano 68, Naples",3,40.852418261827204  14.256692984669899,Intriguing underground tunnels with historical significance. the Roman Catholic Church and home to St. Peter's Basilica and the Vatican Museums.,3,,,42,old
303,Certosa di San Martino,"Largo San Martino 5, Naples",3,40.84374646530794  14.24081141170214, Museum in a former monastery with panoramic views. Monti church at the top. It is a popular meeting point and gathering place.,3,,,28,old
304,Catacombs of San Gennaro,": Via Capodimonte 13, Naples",3,40.865199404294636 14.247354594507579,"Ancient catacombs with early Christian artwork. throughout history, including as a mausoleum, a castle, and a museum.",5,,,17,old
305,Palazzo Reale (Royal Palace)," Piazza del Plebiscito, Naples",3,40.836402033215855  14.249359781013876, Opulent palace with royal history.,2,,,27,old
306,Castel dell'Ovo," Via Eldorado 3, Naples",3,40.82842120802395  14.247604396357382,Seaside castle with panoramic views.,4,,,31,old
307,Santa Chiara Church and Cloister,"Via Santa Chiara 49, Naples",3,40.84721074175679  14.252626023342541, Church and cloister with colorful tiles.,3,,,17,old
308,Palazzo dello Spagnolo," Piazza Monteoliveto 15, Naples",3,40.8568793774404 14.254292038687014, Historic palace with Spanish Baroque architecture.,2,,,15,old
309,San Domenico Maggiore,"Piazza San Domenico Maggiore 8, Naples",3,40.8490545006758  14.254454582866419,Beautiful church with Gothic-style interior.,2,,,20,old
310,Museo di Capodimonte,"Via Miano 2, Naples",3,40.86726887307342 14.250802781015647,Art museum in a former royal palace.,2,,,10,old
311,Piazza Dante,"Piazza Dante, Naples",3,40.84937259031417  14.249856938686607,Vibrant square with a statue of Dante Alighieri.,5,,,5,old
312,Palazzo Pignatelli di Monteleone," Riviera di Chiaia 200, Naples",3,40.84718439920385  14.250442972138968,Noble palace with Baroque architecture and decorative arts museum.,2,,,25,old
313,San Lorenzo Maggiore," Piazza San Gaetano 316, Naples",3,40.86319648994098  14.261417400933754,Medieval church with archaeological excavations.,3,,,0,old
314,Museo Archeologico Nazionale di Napoli,"Piazza Museo 19, Naples",3,40.85380028068074  14.250549674015025, Major archaeological museum with artifacts from Pompeii and Herculaneum.,5,,,10,old
315,Galleria Umberto I,"Via San Carlo, Naples",3,40.838717627261175  14.249548511701839,Elegant shopping gallery with a glass dome.,4,,,8,old
316,Palazzo Zevallos Stigliano,"Via Toledo 185, Naples",3,40.83994384008391  14.24852193683423,Historic palace with an art museum.,4,,,5,old
317,Rialto Bridge,"Sestiere San Polo, 30125 Venezia VE, Italy",5,45.438390722349865 12.335897999430307,"Ornate covered 16th-century stone footbridge crossing the Grand Canal, with shops & restaurants.",2,,,0,old
318,Doge's Palace,"P.za San Marco, 1, 30124 Venezia VE, Italy",5,45.43408444791947 12.340447025775777,"Ornate Gothic palace buildings hosting exhibitions with duke's rooms, prison & armoury tours.",2,,,10,old
319,Saint Mark's Basilica,"P.za San Marco, 328, 30100 Venezia VE, Italy",5,45.434665972438744 12.339755310984303,"Iconic cathedral with a cavernous gilded interior, myriad mosaics & an on-site museum.",2,,,7,old
320,Grand Canal,"30100 Venice, Metropolitan City of Venice, Italy",5,45.43541711209589 12.327893141785655,"The iconic waterway that winds through Venice, flanked by historic palaces and buildings.",5,,,0,old
321,Rialto Bridge,"Sestiere San Polo, 30125 Venezia VE, Italy",5,45.43808203783911 12.335887266805935,"Ornate covered 16th-century stone footbridge crossing the Grand Canal, with shops & restaurants.",4,,,0,old
322,St Mark's Campanile,"P.za San Marco, 30124 Venezia VE, Italy",5,45.434216560683296 12.33900090913424,Imposing 16th-century square cathedral tower with an angel-topped spire & belfry offering sea views.,5,,,10,old
323,Clock Tower,"P.za San Marco, 30124 Venezia VE, Italy",5,45.43492333050441 12.339024700125776,"A Renaissance tower from 1499, with city views & a mechanical clock with symbolic decorations.",4,,,5,old
324,Riva degli Schiavoni,"30100 Venice, Metropolitan City of Venice, Italy",5,45.43415800336612 12.343932668655704,"Located on the south bank of the Grand Canal within the sestiere of Dorsoduro, the sprawlingåÊGallerie dell‰ÛªAccademiaåÊis one of the most important museums in Venice.",4,,,0,old
325,Bridge of Sighs,"P.za San Marco, 1, 30124 Venezia VE, Italy",5,45.43419595084926 12.340802042919155,Arched bridge named for sighs of prisoners crossing it en route from the Palazzo Ducale to prison.,2,,,10,old
326,Venetian Arsenal,"30122 Venice, Metropolitan City of Venice, Italy",5,45.4349518365066 12.349900899857575,"Byzantine shipyard founded in 1104, today used for cultural events, exhibitions & trade fairs.",2,,,0,old
